d1x,d1y,d1z,d2x,d2y,d2z,d3x,d3y,d3z,d4x,d4y,d4z,d5x,d5y,d5z,d6x,d6y,d6z,d7x,d7y,d7z,d8x,d8y,d8z,d9x,d9y,d9z,d10x,d10y,d10z,d11x,d11y,d11z,d12x,d12y,d12z,d13x,d13y,d13z,d14x,d14y,d14z,d15x,d15y,d15z,d16x,d16y,d16z,d17x,d17y,d17z,d18x,d18y,d18z,d19x,d19y,d19z,d20x,d20y,d20z,C
-0.108006835,0.067581117,0.003420616,-0.187483281,0.180568278,-0.033105205,-0.247818887,0.27597487,-0.050930667,-0.314608455,0.311330736,-0.077700417,-0.098741531,0.261673003,-0.192708235,-0.08602941,0.467202842,-0.206033792,-0.079460979,0.588221967,-0.218785148,-0.067759097,0.676646054,-0.240778218,-0.012836814,0.267087609,-0.182020138,-0.017066598,0.430496693,-0.127714361,-0.040804088,0.383871675,-0.049253281,-0.050653696,0.316297889,-0.034217469,0.062736213,0.250239342,-0.163794364,0.041706324,0.378705204,-0.098314624,0.015309453,0.335659802,-0.034415937,0.006429076,0.275617599,-0.030321905,0.122834265,0.222325027,-0.144820731,0.097897947,0.318527341,-0.093783024,0.077803493,0.276704967,-0.053876317,0.07414794,0.2232714,-0.053117852,0
0.108006835,0.067581117,0.003420616,0.187483281,0.180568278,-0.033105205,0.247818887,0.27597487,-0.050930667,0.314608455,0.311330736,-0.077700417,0.098741531,0.261673003,-0.192708235,0.08602941,0.467202842,-0.206033792,0.079460979,0.588221967,-0.218785148,0.067759097,0.676646054,-0.240778218,0.012836814,0.267087609,-0.182020138,0.017066598,0.430496693,-0.127714361,0.040804088,0.383871675,-0.049253281,0.050653696,0.316297889,-0.034217469,-0.062736213,0.250239342,-0.163794364,-0.041706324,0.378705204,-0.098314624,-0.015309453,0.335659802,-0.034415937,-0.006429076,0.275617599,-0.030321905,-0.122834265,0.222325027,-0.144820731,-0.097897947,0.318527341,-0.093783024,-0.077803493,0.276704967,-0.053876317,-0.07414794,0.2232714,-0.053117852,0
-0.104152322,0.067210346,0.001652013,-0.180406213,0.178339213,-0.03824169,-0.237625062,0.272021085,-0.05884918,-0.304597676,0.304333419,-0.088276824,-0.090838015,0.263117909,-0.201638711,-0.079142034,0.464889079,-0.217423899,-0.072084785,0.585924119,-0.22939807,-0.060660303,0.673253387,-0.248592419,-0.003507555,0.26930365,-0.18952067,-0.008628249,0.426559597,-0.137239409,-0.031003475,0.381752759,-0.059037557,-0.040614069,0.313777179,-0.042156474,0.071982443,0.251985341,-0.169452844,0.051327467,0.371492654,-0.102983413,0.027116239,0.329599828,-0.040762884,0.018908799,0.269048005,-0.037787979,0.131314695,0.223093271,-0.148459403,0.10733521,0.311726898,-0.097937857,0.088941216,0.271668166,-0.060325132,0.08617574,0.218958378,-0.061403414,0
0.104152322,0.067210346,0.001652013,0.180406213,0.178339213,-0.03824169,0.237625062,0.272021085,-0.05884918,0.304597676,0.304333419,-0.088276824,0.090838015,0.263117909,-0.201638711,0.079142034,0.464889079,-0.217423899,0.072084785,0.585924119,-0.22939807,0.060660303,0.673253387,-0.248592419,0.003507555,0.26930365,-0.18952067,0.008628249,0.426559597,-0.137239409,0.031003475,0.381752759,-0.059037557,0.040614069,0.313777179,-0.042156474,-0.071982443,0.251985341,-0.169452844,-0.051327467,0.371492654,-0.102983413,-0.027116239,0.329599828,-0.040762884,-0.018908799,0.269048005,-0.037787979,-0.131314695,0.223093271,-0.148459403,-0.10733521,0.311726898,-0.097937857,-0.088941216,0.271668166,-0.060325132,-0.08617574,0.218958378,-0.061403414,0
-0.104406714,0.069051594,4.70E-05,-0.182709962,0.177305758,-0.041270484,-0.244157374,0.26951474,-0.066122145,-0.308518857,0.305728137,-0.102584899,-0.084650218,0.258131295,-0.194616341,-0.078348041,0.462030947,-0.211189263,-0.075784981,0.583669722,-0.228362956,-0.067605972,0.671437681,-0.252738365,-0.000862658,0.263490409,-0.187642016,-0.013441503,0.434255064,-0.142475315,-0.037830651,0.386337161,-0.06840995,-0.044840276,0.314941466,-0.054837932,0.072554052,0.247193784,-0.174063959,0.046853781,0.386283875,-0.11724002,0.021372437,0.340380311,-0.055899591,0.015777588,0.277052224,-0.051377621,0.132010937,0.219653577,-0.159111687,0.10764879,0.321124971,-0.113643528,0.088134289,0.276970506,-0.071550713,0.085974813,0.221789479,-0.069139109,0
0.104406714,0.069051594,4.70E-05,0.182709962,0.177305758,-0.041270484,0.244157374,0.26951474,-0.066122145,0.308518857,0.305728137,-0.102584899,0.084650218,0.258131295,-0.194616341,0.078348041,0.462030947,-0.211189263,0.075784981,0.583669722,-0.228362956,0.067605972,0.671437681,-0.252738365,0.000862658,0.263490409,-0.187642016,0.013441503,0.434255064,-0.142475315,0.037830651,0.386337161,-0.06840995,0.044840276,0.314941466,-0.054837932,-0.072554052,0.247193784,-0.174063959,-0.046853781,0.386283875,-0.11724002,-0.021372437,0.340380311,-0.055899591,-0.015777588,0.277052224,-0.051377621,-0.132010937,0.219653577,-0.159111687,-0.10764879,0.321124971,-0.113643528,-0.088134289,0.276970506,-0.071550713,-0.085974813,0.221789479,-0.069139109,0
-0.108067691,0.072341412,0.009717251,-0.190073609,0.185211003,-0.024173785,-0.253591448,0.280909389,-0.040988443,-0.319830298,0.316466063,-0.067568226,-0.096898913,0.260538906,-0.195121063,-0.088203311,0.467693001,-0.208076922,-0.085135758,0.590181321,-0.223482577,-0.076558948,0.678429514,-0.245487539,-0.012591422,0.267130136,-0.188137887,-0.019403338,0.441876084,-0.132427258,-0.041636407,0.393807501,-0.051861046,-0.048329651,0.323087722,-0.036111796,0.062927067,0.252851397,-0.172851009,0.039746046,0.393758565,-0.104869178,0.015062034,0.348270148,-0.038022766,0.010216415,0.285505027,-0.03203111,0.123910367,0.228214175,-0.156550644,0.096657991,0.335364908,-0.098978614,0.075734556,0.290744394,-0.051662615,0.07403791,0.233760148,-0.047688583,0
0.108067691,0.072341412,0.009717251,0.190073609,0.185211003,-0.024173785,0.253591448,0.280909389,-0.040988443,0.319830298,0.316466063,-0.067568226,0.096898913,0.260538906,-0.195121063,0.088203311,0.467693001,-0.208076922,0.085135758,0.590181321,-0.223482577,0.076558948,0.678429514,-0.245487539,0.012591422,0.267130136,-0.188137887,0.019403338,0.441876084,-0.132427258,0.041636407,0.393807501,-0.051861046,0.048329651,0.323087722,-0.036111796,-0.062927067,0.252851397,-0.172851009,-0.039746046,0.393758565,-0.104869178,-0.015062034,0.348270148,-0.038022766,-0.010216415,0.285505027,-0.03203111,-0.123910367,0.228214175,-0.156550644,-0.096657991,0.335364908,-0.098978614,-0.075734556,0.290744394,-0.051662615,-0.07403791,0.233760148,-0.047688583,0
-0.108423054,0.068182498,0.008961289,-0.187627494,0.182298183,-0.028397789,-0.244912326,0.2792871,-0.047467716,-0.311597347,0.31161195,-0.07423244,-0.098198295,0.267874002,-0.20164771,-0.088119447,0.468993545,-0.220571886,-0.082507432,0.589492977,-0.234995898,-0.072617292,0.677286923,-0.254895102,-0.010593355,0.274939239,-0.195749026,-0.014017522,0.439330101,-0.148865889,-0.033855677,0.39330107,-0.072704795,-0.042137027,0.324009657,-0.056738388,0.067229927,0.257178426,-0.18104374,0.046555936,0.382282495,-0.116765331,0.024805009,0.33833313,-0.054007388,0.018842936,0.277760148,-0.051719501,0.130069494,0.227242112,-0.16545878,0.104811847,0.317294657,-0.112907003,0.087224305,0.274665147,-0.072342727,0.08542037,0.221671343,-0.072906028,0
0.108423054,0.068182498,0.008961289,0.187627494,0.182298183,-0.028397789,0.244912326,0.2792871,-0.047467716,0.311597347,0.31161195,-0.07423244,0.098198295,0.267874002,-0.20164771,0.088119447,0.468993545,-0.220571886,0.082507432,0.589492977,-0.234995898,0.072617292,0.677286923,-0.254895102,0.010593355,0.274939239,-0.195749026,0.014017522,0.439330101,-0.148865889,0.033855677,0.39330107,-0.072704795,0.042137027,0.324009657,-0.056738388,-0.067229927,0.257178426,-0.18104374,-0.046555936,0.382282495,-0.116765331,-0.024805009,0.33833313,-0.054007388,-0.018842936,0.277760148,-0.051719501,-0.130069494,0.227242112,-0.16545878,-0.104811847,0.317294657,-0.112907003,-0.087224305,0.274665147,-0.072342727,-0.08542037,0.221671343,-0.072906028,0
-0.10818851,0.069802076,0.007087831,-0.188080728,0.181255549,-0.031193334,-0.247845083,0.276110917,-0.052736984,-0.315974921,0.310642272,-0.086741423,-0.092072546,0.268082201,-0.189605346,-0.087569118,0.46906516,-0.203019654,-0.088412881,0.589316636,-0.218414178,-0.083268881,0.675509959,-0.240363797,-0.006565154,0.274691254,-0.18430615,-0.021636128,0.439604551,-0.131507745,-0.045547903,0.390784413,-0.056562336,-0.051683664,0.320046514,-0.044316979,0.068209767,0.257693708,-0.170536702,0.03870064,0.390273422,-0.104920802,0.013711989,0.343178779,-0.043974412,0.009833455,0.280835658,-0.042568484,0.129436135,0.228797346,-0.155679097,0.100369573,0.327915043,-0.101159921,0.078898191,0.28334108,-0.05637948,0.076942921,0.22909376,-0.054485602,0
0.10818851,0.069802076,0.007087831,0.188080728,0.181255549,-0.031193334,0.247845083,0.276110917,-0.052736984,0.315974921,0.310642272,-0.086741423,0.092072546,0.268082201,-0.189605346,0.087569118,0.46906516,-0.203019654,0.088412881,0.589316636,-0.218414178,0.083268881,0.675509959,-0.240363797,0.006565154,0.274691254,-0.18430615,0.021636128,0.439604551,-0.131507745,0.045547903,0.390784413,-0.056562336,0.051683664,0.320046514,-0.044316979,-0.068209767,0.257693708,-0.170536702,-0.03870064,0.390273422,-0.104920802,-0.013711989,0.343178779,-0.043974412,-0.009833455,0.280835658,-0.042568484,-0.129436135,0.228797346,-0.155679097,-0.100369573,0.327915043,-0.101159921,-0.078898191,0.28334108,-0.05637948,-0.076942921,0.22909376,-0.054485602,0
-0.110927522,0.070560426,0.012717301,-0.192146897,0.1825611,-0.020420037,-0.251852542,0.278032392,-0.037712174,-0.318282247,0.312984794,-0.06608578,-0.09742409,0.26968357,-0.18125231,-0.090918481,0.473082811,-0.191756347,-0.090198517,0.595101625,-0.203595469,-0.0851717,0.682218641,-0.223518992,-0.013249099,0.275983095,-0.177874336,-0.023770332,0.441018671,-0.121992471,-0.046554089,0.394349426,-0.045527427,-0.05374229,0.323999316,-0.032492598,0.062044024,0.259206742,-0.166059801,0.036683917,0.391594082,-0.09913318,0.012265146,0.347155899,-0.037125843,0.00633961,0.284402698,-0.034957984,0.124499619,0.230704695,-0.152576411,0.1007002,0.328354746,-0.100295672,0.081428528,0.283847839,-0.057981478,0.078272402,0.227838606,-0.056589747,0
0.110927522,0.070560426,0.012717301,0.192146897,0.1825611,-0.020420037,0.251852542,0.278032392,-0.037712174,0.318282247,0.312984794,-0.06608578,0.09742409,0.26968357,-0.18125231,0.090918481,0.473082811,-0.191756347,0.090198517,0.595101625,-0.203595469,0.0851717,0.682218641,-0.223518992,0.013249099,0.275983095,-0.177874336,0.023770332,0.441018671,-0.121992471,0.046554089,0.394349426,-0.045527427,0.05374229,0.323999316,-0.032492598,-0.062044024,0.259206742,-0.166059801,-0.036683917,0.391594082,-0.09913318,-0.012265146,0.347155899,-0.037125843,-0.00633961,0.284402698,-0.034957984,-0.124499619,0.230704695,-0.152576411,-0.1007002,0.328354746,-0.100295672,-0.081428528,0.283847839,-0.057981478,-0.078272402,0.227838606,-0.056589747,0
-0.111693561,0.064845115,0.002285133,-0.195661068,0.173052609,-0.036884331,-0.258223832,0.263979435,-0.057324031,-0.32481578,0.297910094,-0.089871311,-0.102151752,0.257426172,-0.193512776,-0.104797602,0.465223908,-0.208828488,-0.108564556,0.587423086,-0.224972376,-0.104322612,0.674088061,-0.247123816,-0.017747104,0.266743273,-0.18555049,-0.03871423,0.433690965,-0.13290953,-0.061150789,0.381085753,-0.054153041,-0.062514782,0.309795678,-0.04020127,0.057843506,0.253112495,-0.171236628,0.024967134,0.391453385,-0.109508732,0.000140727,0.341591299,-0.047902813,-0.00112623,0.277685404,-0.045560466,0.120596945,0.228018045,-0.155919426,0.090078354,0.330067277,-0.106154004,0.070565164,0.281514347,-0.064377153,0.070864081,0.22489807,-0.063683779,0
0.111693561,0.064845115,0.002285133,0.195661068,0.173052609,-0.036884331,0.258223832,0.263979435,-0.057324031,0.32481578,0.297910094,-0.089871311,0.102151752,0.257426172,-0.193512776,0.104797602,0.465223908,-0.208828488,0.108564556,0.587423086,-0.224972376,0.104322612,0.674088061,-0.247123816,0.017747104,0.266743273,-0.18555049,0.03871423,0.433690965,-0.13290953,0.061150789,0.381085753,-0.054153041,0.062514782,0.309795678,-0.04020127,-0.057843506,0.253112495,-0.171236628,-0.024967134,0.391453385,-0.109508732,-0.000140727,0.341591299,-0.047902813,0.00112623,0.277685404,-0.045560466,-0.120596945,0.228018045,-0.155919426,-0.090078354,0.330067277,-0.106154004,-0.070565164,0.281514347,-0.064377153,-0.070864081,0.22489807,-0.063683779,0
-0.113613009,0.064998657,0.000963656,-0.198589414,0.176490158,-0.040348606,-0.260912359,0.267070979,-0.061722708,-0.329799443,0.295781791,-0.093874773,-0.105322957,0.25496012,-0.209418622,-0.104739487,0.465704381,-0.226361898,-0.108578265,0.588125706,-0.241197047,-0.103453994,0.675673127,-0.261104194,-0.018243313,0.264256418,-0.198736099,-0.039762259,0.435413718,-0.143038405,-0.062762141,0.381636262,-0.058079043,-0.062999845,0.311048627,-0.040771165,0.058364332,0.251252562,-0.180986715,0.02186197,0.390518129,-0.114635972,-0.003823459,0.339986801,-0.04642011,-0.00307703,0.277059793,-0.04174993,0.120805025,0.227607548,-0.162735415,0.083464563,0.330520689,-0.108094161,0.061425686,0.282610834,-0.062155609,0.063736737,0.226961493,-0.060623524,0
0.113613009,0.064998657,0.000963656,0.198589414,0.176490158,-0.040348606,0.260912359,0.267070979,-0.061722708,0.329799443,0.295781791,-0.093874773,0.105322957,0.25496012,-0.209418622,0.104739487,0.465704381,-0.226361898,0.108578265,0.588125706,-0.241197047,0.103453994,0.675673127,-0.261104194,0.018243313,0.264256418,-0.198736099,0.039762259,0.435413718,-0.143038405,0.062762141,0.381636262,-0.058079043,0.062999845,0.311048627,-0.040771165,-0.058364332,0.251252562,-0.180986715,-0.02186197,0.390518129,-0.114635972,0.003823459,0.339986801,-0.04642011,0.00307703,0.277059793,-0.04174993,-0.120805025,0.227607548,-0.162735415,-0.083464563,0.330520689,-0.108094161,-0.061425686,0.282610834,-0.062155609,-0.063736737,0.226961493,-0.060623524,0
-0.120983064,0.056484461,0.004698999,-0.216587096,0.160934716,-0.038153734,-0.283834755,0.250911772,-0.061527383,-0.350454897,0.288564503,-0.09690991,-0.1262514,0.257619023,-0.199823678,-0.13571763,0.461925864,-0.217551261,-0.145021856,0.58410126,-0.235129103,-0.144269288,0.67146486,-0.261072904,-0.038738728,0.273837507,-0.194384053,-0.067062914,0.431752205,-0.146853849,-0.086723149,0.377022922,-0.075002104,-0.083199501,0.303387821,-0.06617865,0.041759908,0.262101412,-0.181530714,0.002741039,0.387860894,-0.121935897,-0.017245889,0.337900043,-0.06695395,-0.013014734,0.275755107,-0.072244495,0.109935701,0.237912983,-0.167506546,0.072303057,0.326376975,-0.119366676,0.05567807,0.275855362,-0.081033126,0.059183359,0.220796973,-0.084060416,0
0.120983064,0.056484461,0.004698999,0.216587096,0.160934716,-0.038153734,0.283834755,0.250911772,-0.061527383,0.350454897,0.288564503,-0.09690991,0.1262514,0.257619023,-0.199823678,0.13571763,0.461925864,-0.217551261,0.145021856,0.58410126,-0.235129103,0.144269288,0.67146486,-0.261072904,0.038738728,0.273837507,-0.194384053,0.067062914,0.431752205,-0.146853849,0.086723149,0.377022922,-0.075002104,0.083199501,0.303387821,-0.06617865,-0.041759908,0.262101412,-0.181530714,-0.002741039,0.387860894,-0.121935897,0.017245889,0.337900043,-0.06695395,0.013014734,0.275755107,-0.072244495,-0.109935701,0.237912983,-0.167506546,-0.072303057,0.326376975,-0.119366676,-0.05567807,0.275855362,-0.081033126,-0.059183359,0.220796973,-0.084060416,0
-0.124603927,0.046434075,0.019634355,-0.220759034,0.152851075,-0.005251069,-0.287608445,0.246455133,-0.013996518,-0.356273592,0.276605934,-0.029028929,-0.138531029,0.260477811,-0.163553459,-0.1445328,0.461620122,-0.174399448,-0.153729618,0.581210464,-0.183412564,-0.154181123,0.669882447,-0.200796676,-0.05181545,0.280817837,-0.159643752,-0.073656559,0.429337472,-0.10015325,-0.090911388,0.376868159,-0.027483414,-0.090411901,0.308512777,-0.016847178,0.027861953,0.271437734,-0.148279664,-0.007139981,0.383598119,-0.079918784,-0.027144194,0.33548674,-0.026571672,-0.026659071,0.277768999,-0.033326147,0.095165551,0.249069661,-0.134327141,0.059675753,0.325758666,-0.08069214,0.04377985,0.278309494,-0.047465404,0.045566916,0.229559362,-0.053402641,0
0.124603927,0.046434075,0.019634355,0.220759034,0.152851075,-0.005251069,0.287608445,0.246455133,-0.013996518,0.356273592,0.276605934,-0.029028929,0.138531029,0.260477811,-0.163553459,0.1445328,0.461620122,-0.174399448,0.153729618,0.581210464,-0.183412564,0.154181123,0.669882447,-0.200796676,0.05181545,0.280817837,-0.159643752,0.073656559,0.429337472,-0.10015325,0.090911388,0.376868159,-0.027483414,0.090411901,0.308512777,-0.016847178,-0.027861953,0.271437734,-0.148279664,0.007139981,0.383598119,-0.079918784,0.027144194,0.33548674,-0.026571672,0.026659071,0.277768999,-0.033326147,-0.095165551,0.249069661,-0.134327141,-0.059675753,0.325758666,-0.08069214,-0.04377985,0.278309494,-0.047465404,-0.045566916,0.229559362,-0.053402641,0
-0.114311278,0.052551597,0.007542133,-0.202662021,0.153437674,-0.032340564,-0.267682612,0.237220228,-0.054426089,-0.337912351,0.261773229,-0.08653244,-0.120825589,0.251071006,-0.191449713,-0.12740159,0.45255059,-0.210092735,-0.138179421,0.57171911,-0.226068612,-0.137589037,0.659224212,-0.246825498,-0.034509957,0.268666983,-0.183257934,-0.05210644,0.425467551,-0.128076103,-0.069037139,0.37431109,-0.055321645,-0.067688227,0.305018067,-0.040682845,0.04319644,0.258498818,-0.169008624,0.015688241,0.385389566,-0.104083155,-0.001522601,0.339506805,-0.056412969,0.001622856,0.284241021,-0.062182788,0.108429074,0.238651901,-0.150038179,0.078692794,0.341036856,-0.102719676,0.062538147,0.298475862,-0.068425391,0.065633416,0.250091851,-0.071915072,0
0.114311278,0.052551597,0.007542133,0.202662021,0.153437674,-0.032340564,0.267682612,0.237220228,-0.054426089,0.337912351,0.261773229,-0.08653244,0.120825589,0.251071006,-0.191449713,0.12740159,0.45255059,-0.210092735,0.138179421,0.57171911,-0.226068612,0.137589037,0.659224212,-0.246825498,0.034509957,0.268666983,-0.183257934,0.05210644,0.425467551,-0.128076103,0.069037139,0.37431109,-0.055321645,0.067688227,0.305018067,-0.040682845,-0.04319644,0.258498818,-0.169008624,-0.015688241,0.385389566,-0.104083155,0.001522601,0.339506805,-0.056412969,-0.001622856,0.284241021,-0.062182788,-0.108429074,0.238651901,-0.150038179,-0.078692794,0.341036856,-0.102719676,-0.062538147,0.298475862,-0.068425391,-0.065633416,0.250091851,-0.071915072,0
